REF_DATE,GEO,North American Industry Classification System,Statistics,Data type,VALUE
2015-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.1
2015-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.9
2015-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.1
2015-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.4
2015-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.8
2015-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.6
2015-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.1
2015-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.1
2016-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.5
2016-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.8
2016-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.3
2016-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50.1
2016-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.8
2016-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.4
2016-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.8
2016-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.3
2016-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,51.2
2016-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50.6
2016-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50.6
2016-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.1
2017-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.2
2017-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.5
2017-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.6
2017-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47
2017-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.5
2017-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.9
2017-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.5
2017-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.1
2017-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.3
2017-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.3
2017-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.1
2017-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.9
2018-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45
2018-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.7
2018-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.5
2018-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.5
2018-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.5
2018-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.7
2018-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.7
2018-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.8
2018-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.4
2018-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.2
2018-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.3
2018-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.5
2019-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.1
2019-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.3
2019-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.1
2019-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,43.8
2019-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.3
2019-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.5
2019-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,42.6
2019-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,43.9
2019-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,42.2
2019-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,41.5
2019-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,41.9
2019-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44
2020-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.3
2020-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.5
2020-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,41.1
2020-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,37.7
2020-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,40.9
2020-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.6
2020-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.7
2020-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.4
2020-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.6
2020-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.8
2020-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44
2020-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.6
2021-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.7
2021-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.3
2021-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.6
2021-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.4
2021-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.2
2021-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.7
2021-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.6
2021-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.7
2021-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.1
2021-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.6
2021-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.5
2021-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.8
2022-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.4
2022-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.8
2022-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.7
2022-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.7
2022-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,51.1
2022-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,51.8
2022-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,53.1
2022-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,51.9
2022-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,53
2022-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50.8
2022-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,51.1
2022-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.7
2023-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.8
2023-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.4
2023-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.7
2023-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.2
2023-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.6
2023-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.6
2023-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.8
2023-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.6
2023-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.4
2023-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45
2023-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.5
2023-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.7
2024-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.9
2024-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.2
2024-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.4
2024-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.9
2024-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.1
2024-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.2
2024-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,43.9
2024-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,48.9
2024-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50
2024-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50.3
2024-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.3
2024-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.3
2025-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.4
2025-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.8
2025-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.2
2025-04-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.2
2025-05-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.2
2025-06-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47
2025-07-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.4
2025-08-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,44.4
2025-09-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.7
2025-10-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,45.5
2025-11-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.7
2025-12-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,46.1
2026-01-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,47.5
2026-02-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,50.3
2026-03-01,New Brunswick,Retail trade,Estimate,Seasonally adjusted,49.1
2015-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.3
2015-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18
2015-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.2
2015-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.6
2015-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.8
2015-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.9
2015-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.2
2015-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.4
2015-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.9
2015-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.4
2015-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.6
2015-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,20
2016-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.8
2016-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.1
2016-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.8
2016-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.7
2016-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,20.2
2016-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.3
2016-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.7
2016-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19
2016-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.3
2016-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.4
2016-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.5
2016-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.5
2017-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.9
2017-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.8
2017-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.9
2017-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.1
2017-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18
2017-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.6
2017-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.9
2017-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.5
2017-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.6
2017-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.6
2017-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.4
2017-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.2
2018-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.9
2018-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.4
2018-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.6
2018-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.7
2018-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.4
2018-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.8
2018-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.9
2018-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19
2018-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.9
2018-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.4
2018-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.6
2018-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.5
2019-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.8
2019-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.8
2019-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.5
2019-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.8
2019-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.7
2019-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.5
2019-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.2
2019-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19
2019-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.2
2019-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.4
2019-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19
2019-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.9
2020-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.8
2020-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.7
2020-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,16.5
2020-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,16.3
2020-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,16.2
2020-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,16.6
2020-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,16.3
2020-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,15.7
2020-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,15.9
2020-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,16.2
2020-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,17.7
2020-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.4
2021-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.9
2021-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.8
2021-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.8
2021-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.5
2021-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.5
2021-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19
2021-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.9
2021-08-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,20
2021-09-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.1
2021-10-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.6
2021-11-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.8
2021-12-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,20.5
2022-01-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.9
2022-02-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,20
2022-03-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,20.1
2022-04-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.4
2022-05-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.5
2022-06-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,19.3
2022-07-01,New Brunswick,Transportation and warehousing,Estimate,Seasonally adjusted,18.2
