,State,Date,value
561,Alaska,2015-12-01,360496.0
562,Alabama,2015-12-01,2180375.0
563,Arkansas,2015-12-01,1335781.0
564,Arizona,2015-12-01,3136316.0
565,California,2015-12-01,18910415.0
566,Colorado,2015-12-01,2845145.0
567,Connecticut,2015-12-01,1897121.0
568,District of Columbia,2015-12-01,384123.0
569,Delaware,2015-12-01,467363.0
570,Florida,2015-12-01,9676271.0
571,Georgia,2015-12-01,4750782.0
572,Hawaii,2015-12-01,688148.0
573,Iowa,2015-12-01,1709426.0
574,Idaho,2015-12-01,808241.0
575,Illinois,2015-12-01,6612670.0
576,Indiana,2015-12-01,3313993.0
577,Kansas,2015-12-01,1502058.0
578,Kentucky,2015-12-01,1989899.0
579,Louisiana,2015-12-01,2131888.0
580,Massachusetts,2015-12-01,3618835.0
581,Maryland,2015-12-01,3173815.0
582,Maine,2015-12-01,688481.0
583,Michigan,2015-12-01,4813134.0
584,Minnesota,2015-12-01,3027432.0
585,Missouri,2015-12-01,3059863.0
586,Mississippi,2015-12-01,1267894.0
587,Montana,2015-12-01,523658.0
588,North Carolina,2015-12-01,4738519.0
589,North Dakota,2015-12-01,413573.0
590,Nebraska,2015-12-01,1021789.0
591,New Hampshire,2015-12-01,750055.0
592,New Jersey,2015-12-01,4602656.0
593,New Mexico,2015-12-01,940098.0
594,Nevada,2015-12-01,1400386.0
595,New York,2015-12-01,9768487.0
596,Ohio,2015-12-01,5743561.0
597,Oklahoma,2015-12-01,1823974.0
598,Oregon,2015-12-01,2007927.0
599,Pennsylvania,2015-12-01,6519532.0
600,Rhode Island,2015-12-01,563002.0
601,South Carolina,2015-12-01,2251491.0
602,South Dakota,2015-12-01,451549.0
603,Tennessee,2015-12-01,3098226.0
604,Texas,2015-12-01,13119457.0
605,Utah,2015-12-01,1481723.0
606,Virginia,2015-12-01,4227902.0
607,Vermont,2015-12-01,350950.0
608,Washington,2015-12-01,3592144.0
609,Wisconsin,2015-12-01,3114079.0
610,West Virginia,2015-12-01,788672.0
611,Wyoming,2015-12-01,300374.0
612,Alaska,2016-01-01,360705.0
613,Alabama,2016-01-01,2184528.0
614,Arkansas,2016-01-01,1337081.0
615,Arizona,2016-01-01,3143360.0
616,California,2016-01-01,18943234.0
617,Colorado,2016-01-01,2854015.0
618,Connecticut,2016-01-01,1898182.0
619,District of Columbia,2016-01-01,384806.0
620,Delaware,2016-01-01,468108.0
621,Florida,2016-01-01,9696667.0
622,Georgia,2016-01-01,4757099.0
623,Hawaii,2016-01-01,689357.0
624,Iowa,2016-01-01,1712835.0
625,Idaho,2016-01-01,810355.0
626,Illinois,2016-01-01,6630981.0
627,Indiana,2016-01-01,3325676.0
628,Kansas,2016-01-01,1502719.0
629,Kentucky,2016-01-01,1994227.0
630,Louisiana,2016-01-01,2132364.0
631,Massachusetts,2016-01-01,3624936.0
632,Maryland,2016-01-01,3175927.0
633,Maine,2016-01-01,689942.0
634,Michigan,2016-01-01,4827409.0
635,Minnesota,2016-01-01,3030919.0
636,Missouri,2016-01-01,3062796.0
637,Mississippi,2016-01-01,1268405.0
638,Montana,2016-01-01,524396.0
639,North Carolina,2016-01-01,4748878.0
640,North Dakota,2016-01-01,414024.0
641,Nebraska,2016-01-01,1022997.0
642,New Hampshire,2016-01-01,751713.0
643,New Jersey,2016-01-01,4608942.0
644,New Mexico,2016-01-01,941174.0
645,Nevada,2016-01-01,1402291.0
646,New York,2016-01-01,9777801.0
647,Ohio,2016-01-01,5758397.0
648,Oklahoma,2016-01-01,1825278.0
649,Oregon,2016-01-01,2016473.0
650,Pennsylvania,2016-01-01,6529917.0
651,Rhode Island,2016-01-01,563314.0
652,South Carolina,2016-01-01,2255437.0
653,South Dakota,2016-01-01,451982.0
654,Tennessee,2016-01-01,3105368.0
655,Texas,2016-01-01,13149367.0
656,Utah,2016-01-01,1486793.0
657,Virginia,2016-01-01,4231483.0
658,Vermont,2016-01-01,351226.0
659,Washington,2016-01-01,3603119.0
660,Wisconsin,2016-01-01,3119928.0
661,West Virginia,2016-01-01,789107.0
662,Wyoming,2016-01-01,300618.0
663,Alaska,2016-02-01,360932.0
664,Alabama,2016-02-01,2187960.0
665,Arkansas,2016-02-01,1337797.0
666,Arizona,2016-02-01,3150141.0
667,California,2016-02-01,18970382.0
668,Colorado,2016-02-01,2861699.0
669,Connecticut,2016-02-01,1899395.0
670,District of Columbia,2016-02-01,385458.0
671,Delaware,2016-02-01,468495.0
672,Florida,2016-02-01,9714027.0
673,Georgia,2016-02-01,4761300.0
674,Hawaii,2016-02-01,690351.0
675,Iowa,2016-02-01,1714546.0
676,Idaho,2016-02-01,812327.0
677,Illinois,2016-02-01,6643168.0
678,Indiana,2016-02-01,3334079.0
679,Kansas,2016-02-01,1502778.0
680,Kentucky,2016-02-01,1997526.0
681,Louisiana,2016-02-01,2132466.0
682,Massachusetts,2016-02-01,3629994.0
683,Maryland,2016-02-01,3177021.0
684,Maine,2016-02-01,691473.0
685,Michigan,2016-02-01,4839932.0
686,Minnesota,2016-02-01,3032318.0
687,Missouri,2016-02-01,3065131.0
688,Mississippi,2016-02-01,1268163.0
689,Montana,2016-02-01,524830.0
690,North Carolina,2016-02-01,4757377.0
691,North Dakota,2016-02-01,414326.0
692,Nebraska,2016-02-01,1023801.0
