REF_DATE,GEO,Estimate,UOM,VALUE
2020-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,959.04
2020-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,953.25
2020-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,967.41
2020-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,940.69
2020-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,940.32
2021-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,944.82
2021-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,927.14
2021-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,916.7
2021-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,940.91
2021-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,952.09
2021-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,963.6
2021-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,958.07
2021-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,937.72
2021-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,958.94
2021-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,943.54
2021-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,941.31
2021-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,958.11
2022-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,960.29
2022-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,957.74
2022-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,969.59
2022-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,964.75
2022-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,964.38
2022-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,969.25
2022-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,975.77
2022-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,981.23
2022-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,983.44
2022-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,987.82
2022-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,998.32
2022-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,989.76
2023-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1001.11
2023-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1016.33
2023-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1014.14
2023-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1003.73
2023-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,999.37
2023-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1002.96
2023-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1021.52
2023-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1035.89
2023-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1028.18
2023-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1034.83
2023-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1033.14
2023-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1018.4
2024-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1052.93
2024-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1073.31
2024-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1060.96
2024-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1063.75
2024-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1065.92
2024-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1054.71
2024-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1063.35
2024-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1083.53
2024-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1094.77
2024-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1097.63
2024-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1094.99
2024-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1091.9
2025-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1100.21
2025-02-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1088.16
2025-03-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1093.79
2025-04-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1128.15
2025-05-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1138.65
2025-06-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1157.25
2025-07-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1160.01
2025-08-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1147.28
2025-09-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1140.77
2025-10-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1141.77
2025-11-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1144.21
2025-12-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1174.91
2026-01-01,Prince Edward Island,Average weekly earnings including overtime for all employees,Dollars,1156.68
2015-01-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,836.28
2015-02-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,825.99
2015-03-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,821.28
2015-04-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,836.09
2015-05-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,830.69
2015-06-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,839.5
2015-07-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,836.54
2015-08-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,830.21
2015-09-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,837.26
2015-10-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,843.68
2015-11-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,834.77
2015-12-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,843.61
2016-01-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,839.78
2016-02-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,855.19
2016-03-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,866.44
2016-04-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,854.3
2016-05-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,834.46
2016-06-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,839.64
2016-07-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,845.35
2016-08-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,846.89
2016-09-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,851.75
2016-10-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,843.01
2016-11-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,841.88
2016-12-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,854.34
2017-01-01,Nova Scotia,Average weekly earnings including overtime for all employees,Dollars,853.31
