"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","244980","","","","0"
"2018","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","254736","","","","0"
"2019","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","272203","","","","0"
"2020","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","288867","","","","0"
"2021","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","304943","","","","0"
"2022","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","324228","","","","0"
"2023","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","356102","","","","0"
"2024","British Columbia","2016A000259","Household income","Dollars","81","millions","6","v62790815","11.1","382132","","","","0"
"2015","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","127754","","","","0"
"2016","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","130955","","","","0"
"2017","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","138027","","","","0"
"2018","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","145322","","","","0"
"2019","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","153561","","","","0"
"2020","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","152732","","","","0"
"2021","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","170582","","","","0"
"2022","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","186202","","","","0"
"2023","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","199828","","","","0"
"2024","British Columbia","2016A000259","Compensation of employees","Dollars","81","millions","6","v62790816","11.2","210235","","","","0"
"2015","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","35527","","","","0"
"2016","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","37237","","","","0"
"2017","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","38543","","","","0"
"2018","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","40414","","","","0"
"2019","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","44074","","","","0"
"2020","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","45119","","","","0"
"2021","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","46669","","","","0"
"2022","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","49617","","","","0"
"2023","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","56171","","","","0"
"2024","British Columbia","2016A000259","Net mixed income","Dollars","81","millions","6","v62790817","11.3","62806","","","","0"
"2015","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","27461","","","","0"
"2016","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","28019","","","","0"
"2017","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","31739","","","","0"
"2018","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","30356","","","","0"
"2019","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","34300","","","","0"
"2020","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","32686","","","","0"
"2021","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","34308","","","","0"
"2022","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","38720","","","","0"
"2023","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","46771","","","","0"
"2024","British Columbia","2016A000259","Property income received","Dollars","81","millions","6","v62790818","11.4","52675","","","","0"
"2015","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","32645","","","","0"
"2016","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","34979","","","","0"
"2017","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","36671","","","","0"
"2018","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","38644","","","","0"
"2019","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","40268","","","","0"
"2020","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","58330","","","","0"
"2021","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","53383","","","","0"
"2022","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","49688","","","","0"
"2023","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","53332","","","","0"
"2024","British Columbia","2016A000259","Current transfers received","Dollars","81","millions","6","v62790819","11.5","56416","","","","0"
"2015","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","228651","","","","0"
"2016","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","238547","","","","0"
"2017","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","251547","","","","0"
"2018","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","266772","","","","0"
"2019","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","279163","","","","0"
"2020","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","272541","","","","0"
"2021","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","300085","","","","0"
"2022","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","335645","","","","0"
"2023","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","363076","","","","0"
"2024","British Columbia","2016A000259","Household outlays","Dollars","81","millions","6","v62790820","11.6","381710","","","","0"
"2015","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","9059","","","","0"
"2016","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","9211","","","","0"
"2017","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","10044","","","","0"
"2018","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","11819","","","","0"
"2019","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","13445","","","","0"
"2020","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","12313","","","","0"
"2021","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","11272","","","","0"
"2022","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","14603","","","","0"
"2023","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","22557","","","","0"
"2024","British Columbia","2016A000259","Property income paid","Dollars","81","millions","6","v62790821","11.7","25094","","","","0"
"2015","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","58571","","","","0"
"2016","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","61437","","","","0"
"2017","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","63482","","","","0"
"2018","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","67928","","","","0"
"2019","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","71203","","","","0"
"2020","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","71131","","","","0"
"2021","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","80513","","","","0"
"2022","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","88451","","","","0"
"2023","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","94067","","","","0"
"2024","British Columbia","2016A000259","Current transfers paid","Dollars","81","millions","6","v62790822","11.8","99853","","","","0"
"2015","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","161021","","","","0"
"2016","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","167899","","","","0"
"2017","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","178021","","","","0"
"2018","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","187025","","","","0"
"2019","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","194515","","","","0"
"2020","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","189097","","","","0"
"2021","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","208300","","","","0"
"2022","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","232591","","","","0"
"2023","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","246452","","","","0"
"2024","British Columbia","2016A000259","Household final consumption expenditure","Dollars","81","millions","6","v62790823","11.9","256763","","","","0"
